user_id,gender,age,job,region,start_time,end_time
628168396,F,60대,주부,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
524125502,F,60대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
614908540,F,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
556438676,M,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
513062682,F,40대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634538412,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
518831984,M,60대,기타,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
539588611,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
613737253,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
620564219,M,50대,기타,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
529901094,F,30대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
518290824,M,40대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
546224309,M,40대,직장인,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
605639028,F,50대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
536866041,F,60대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
594216176,F,40대,주부,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
589645348,F,40대,주부,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
516897951,F,50대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
556841023,F,20대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
517715382,M,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
544774603,M,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
518671780,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
518817654,M,30대,직장인,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
552643705,F,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
548041663,M,40대,직장인,제주권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634544124,F,60대,주부,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
518431814,F,50대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
626217362,F,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
550818759,M,40대,기타,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
624359039,F,60대,주부,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
556127411,F,40대,기타,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
601093455,F,20대,학생,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634466295,F,50대,기타,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
611593808,F,20대,학생,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
607719282,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
631848002,F,50대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
534441575,F,60대,주부,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
526721466,F,30대,직장인,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
573722270,F,20대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634548659,M,20대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
517559253,M,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
523739110,F,40대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634550605,F,40대,주부,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
585754103,F,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
609814023,F,30대,직장인,전북권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
592508443,F,40대,주부,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
565621157,F,40대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
522117503,F,30대,직장인,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
512439828,F,50대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
576844960,M,60대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
583650409,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634317540,F,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
590865550,M,40대,직장인,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
578735370,F,50대,기타,제주권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634555947,F,40대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
514413759,M,50대,기타,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
517407561,F,60대,주부,전북권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
512386605,M,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
552214235,F,40대,기타,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
556049863,F,60대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
512723661,F,50대,기타,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
601863422,F,50대,직장인,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
612896424,F,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
596669502,M,40대,기타,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634558706,F,60대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634560080,M,40대,기타,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
527725392,F,30대,학생,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
612412395,F,20대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
633908982,M,60대,기타,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634560259,F,60대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
551868252,F,40대,주부,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634561783,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634558992,M,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634036188,F,40대,주부,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
537494775,F,30대,직장인,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
514525777,M,60대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
549697474,M,20대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
600517492,F,40대,직장인,제주권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
525150052,F,20대,직장인,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
549092511,F,60대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
569385885,M,50대,직장인,강원권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
525478269,M,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
545960032,M,60대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
620992270,M,20대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634566209,M,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
512678507,M,40대,기타,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
626896001,F,20대,학생,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
612394181,M,50대,직장인,제주권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
611305545,F,50대,주부,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634567648,M,50대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
597302924,M,30대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
515106416,F,40대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
597493387,M,50대,기타,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
513209029,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
598264311,M,40대,직장인,전북권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
516330434,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634569119,M,40대,기타,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
631337632,M,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
552750118,F,40대,주부,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
600614136,F,20대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
513043465,M,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
581916633,F,50대,직장인,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
604701668,M,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634571704,F,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
566738051,M,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
628525080,F,50대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
633613801,F,50대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
519563605,M,20대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
514910250,F,60대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
600670012,F,40대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
524788521,F,40대,기타,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
572250832,M,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634575895,F,40대,기타,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
588846011,F,40대,기타,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634576592,F,60대,주부,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
518921180,F,30대,기타,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
571315427,F,30대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
513889785,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
594904852,F,40대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
623330595,F,20대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
591543655,M,30대,학생,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
628482756,F,60대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
602372306,F,50대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634581399,M,60대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634387075,F,20대,학생,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
515162202,M,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
570830294,M,60대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
537741550,M,30대,직장인,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
610674787,F,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
543122448,M,40대,기타,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
517705274,F,30대,직장인,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
514625747,M,50대,기타,전북권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
570674223,F,20대,학생,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
592345150,F,40대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
570223323,F,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
516218093,M,30대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
552916546,F,50대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634583482,F,40대,주부,전북권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
536506756,M,40대,직장인,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
517425605,F,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
535710901,M,40대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
628935068,F,20대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
533540014,F,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
535235254,F,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
622179875,F,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634589555,F,50대,주부,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
515576798,F,60대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
512773059,F,40대,기타,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
619546423,F,60대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
530539998,F,30대,학생,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
577493840,F,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
513182798,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
530879211,M,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
568194080,F,40대,주부,제주권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
586206299,M,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634591572,F,50대,직장인,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
513059403,F,50대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
632203897,F,30대,주부,전북권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
557326825,M,20대,학생,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
550035407,F,20대,학생,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634594844,M,30대,기타,강원권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
616652580,F,50대,주부,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
571959361,F,50대,주부,강원권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
626873028,F,50대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
633393861,F,40대,직장인,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
518460438,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
613981470,F,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
546003254,M,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
594181022,F,30대,주부,강원권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634597320,M,40대,기타,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
622585867,F,20대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
597171521,F,40대,주부,전북권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
549836626,M,40대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
555341940,M,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634032797,F,30대,기타,전북권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
577871358,F,50대,직장인,제주권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
608498021,F,60대,기타,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634601074,M,50대,직장인,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
610853979,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
566861760,M,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
615382569,F,60대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
603737991,M,20대,직장인,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
519601111,F,50대,주부,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
546706442,M,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
627953410,M,40대,직장인,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
606576000,M,60대,기타,강원권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634603267,M,30대,직장인,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
576881273,F,30대,학생,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
512862877,F,50대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
602465579,M,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
513708391,M,30대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634604650,F,60대,직장인,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
618385762,F,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
586877156,M,40대,직장인,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
590297393,F,40대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634605358,F,40대,주부,전북권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
518770867,M,40대,기타,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634605802,M,50대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
522022964,F,60대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
623831896,F,60대,주부,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634605543,F,40대,주부,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
628648349,F,40대,주부,대경권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634608196,F,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
613059761,F,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
599666769,M,50대,기타,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
580325081,M,40대,직장인,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
591042520,F,40대,직장인,전남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
514101879,M,60대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
634611229,F,40대,주부,충청권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
609587974,F,40대,주부,동남권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
591221725,F,40대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
609056529,F,30대,직장인,수도권,2019-01-01T00:00:00Z,9999-12-31T00:00:00Z
